CODE_BARRES	NOM_COMMERCIAL	PRINCIPE_ACTIF	DOSAGE	EQUIVALENTS
6118000012498	GLIMEWIN	GLIMEPIRIDE	2 MG	AGLIM [6118000092537] | AGLIM 2 MG [6118010125690] | AMAREL [6118000060031] | AMAREL [6118000061793] | GEPRID [6118000241461] | GEPRID [6118000241959] | GEPRID [6118000241966] | GEPRID [6118010000195] | GEPRID [6118010119668] | GEPRID [6118010119675] | GLEMA [6118000041207] | GLEMA [6118000041573] | GLIMEWIN [6118010115288] | GLYSET [6118000130598] | MILIPREL [6118000180807] | ODIA [6118000022046] | ODIA [6118000022053] | ODIA [6118000022541]
6118000012504	GLIMEWIN	GLIMEPIRIDE	3 MG	AGLIM [6118000092544] | AGLIM [6118000092551] | AGLIM 3 MG [6118010125706] | AGLIM 3 MG [6118010125713] | AMAREL [6118000060017] | AMAREL [6118000061809] | GEPRID [6118000241478] | GEPRID [6118000241973] | GEPRID [6118000241980] | GEPRID [6118010000201] | GEPRID [6118010119682] | GEPRID [6118010119699] | GLEMA [6118000041214] | GLEMA [6118000041580] | GLIMEWIN [6118010115295] | GLYSET [6118000130604] | MILIPREL [6118000180814] | MILIPREL [6118000180821] | ODIA [6118000022077] | ODIA [6118000022084] | ODIA [6118000022558]
6118000012511	FLAGENTYL	SECNIDAZOLE	500 MG	FLAGENTYL [6118000061694] | FLAGENTYL [6118000120360]
6118000012528	NAPROSYNE	NAPROXENE	500 MG	ALGIXENE [6118000230052] | NAPROSYNE [6118000012535] | NAPROSYNE [6118000060789] | NAPROSYNE [6118000060796]
6118000012535	NAPROSYNE	NAPROXENE	500 MG	ALGIXENE [6118000230052] | NAPROSYNE [6118000012528] | NAPROSYNE [6118000060789] | NAPROSYNE [6118000060796]
6118000012542	OFLOCET	OFLOXACINE	200 MG	FLOXIMAT [6118000240396] | FLOXIMAT [6118000241225] | FLOXIMAT [6118010032769] | IBEFLOX [6118000230328] | OCET [6118000022305] | OCET 200MG [6118000022312] | OCET 200MG [6118000022329] | OFLOCET [6118000060130] | OFLOCET [6118001080588] | OFLOCET [6118001183630] | OFLUREX [6118000070689] | OFLUREX [6118000070696] | OLOXINE [6118000050421] | OLOXINE [6118000050957] | OLOXINE [6118010025495] | OXIFLOR [6118000032618] | OXIFLOR [6118000032632] | QUINOLOX [6118000090687] | QUINOLOX [6118000090694] | QUINOLOX MONOPRISE [6118000091622] | QUINOLOX MONOPRISE [6118010025136] | UROFLOX [6118000060963] | UROXINE [6118000032434]
6118000012559	PRIMPERAN	METOCLOPRAMIDE	10 MG	CLOPRAME [6118000030157] | CLOPRAME [6118000030164] | CLOPRAME [6118000031260] | CLOPRAME [6118000031277] | METAGLIZ [6118000080077] | METAGLIZ [6118000080084] | PRIMPERAN [6118000011354] | PRIMPERAN [6118000061359] | PRIMPERAN [6118000061632] | PRIMPERAN [6118001081264] | VOMISTOP 10 MG [6118000091943] | VOMISTOP 10 MG [6118000091950]
6118000012566	DENORAL ADULTE	BUZEPIDE / CLOCINIZINE	9 / 33.75 MG / MG	DENORAL ADULTE [6118000060970]
6118000012573	DENORAL ENFANT	BUZEPIDE / CLOCINIZINE	6 / 22.5 MG / MG	DENORAL ENFANT [6118000060987]
6118000012580	BIPERIDYS 20MG	DOMPERIDONE	20 MG	BIPERIDYS 20MG [6118000012597] | BIPERIDYS 20MG [6118010118579] | BIPERIDYS 20MG [6118010118586]
6118000012597	BIPERIDYS 20MG	DOMPERIDONE	20 MG	BIPERIDYS 20MG [6118000012580] | BIPERIDYS 20MG [6118010118579] | BIPERIDYS 20MG [6118010118586]
6118000012634	PREDNISOLONE WIN	PREDNISOLONE	20 MG	ANAPRED [6118000410010] | ANAPRED [6118000410027] | COTIPRED [6118000041016] | EFFIPRED [6118000031369] | ISOLONE [6118000020806] | ISOLONE [6118000021445] | KOPRED [6118000094586] | ORAPRED [6118000241829] | ORAPRED [6118010000249] | POLYPRED [6118000120841] | PREDNI 20 [6118000081753] | PREDNISOLONE WIN [6118010115318] | S-CORT 20 MG [6118000340270] | SIPROZONE [6118000180791] | SOLUPRED [6118000060536]
6118000012641	BETASERC 24 MG	BETAHISTINE	24 MG	BETASERC 24 MG [6118010121340]
6118000012665	METFORMINE WIN 500 MG	METFORMINE	500 MG	ADO [6118000090014] | BIGUAN 500 [6118000081128] | GLUCOPHAGE 500 [6118000080626] | GLYCAN 500 [6118000180180] | IPRADIA LP [6118000023500] | METFORMINE WIN [6118000062127] | METFORMINE WIN 500 MG [6118010118647]
6118000012672	METFORMINE WIN 850 MG	METFORMINE	850 MG	ADO [6118000090021] | ADO [6118000090038] | BIGUAN 850 [6118000081135] | BIGUAN 850 [6118000081142] | GLUCOPHAGE 850 [6118000080633] | GLUCOPHAGE 850 [6118000080640] | GLYCAN 850 RETARD [6118000180197] | GLYCAN 850 RETARD [6118000180203] | METFORMINE WIN [6118000062134] | METFORMINE WIN 850 MG [6118010118630]
6118000012689	METFORMINE WIN 1000 MG	METFORMINE	1000 MG	ACOL [6118000311126] | ACOL [6118000311140] | ADO 1000MG [6118010125553] | ADO 1000MG [6118010125560] | ADO 1000MG [6118010125577] | GLUCOPHAGE 1000 [6118000081333] | IPRADIA LP [6118000023517] | METFORMINE WIN [6118000062141] | METFORMINE WIN 1000 MG [6118010118623]
6118000012696	FLUCONAZOLE WIN 150 MG	FLUCONAZOLE	150 MG	AFONGIS [6118000410140] | AFONGIS [6118000410157] | AFONGIS [6118000410164] | AFONGIS [6118000410171] | CANAFLUCAN [6118000091066] | CANAFLUCAN [6118000091073] | CANAFLUCAN [6118000091080] | CANAFLUCAN [6118000091639] | CANAFLUCAN [6118000091646] | CANAFLUCAN [6118000091653] | CANAFLUCAN [6118000091660] | CANAFLUCAN [6118010023804] | CANAFLUCAN [6118010023811] | CANAFLUCAN [6118010023828] | CANAFLUCAN [6118010023835] | CANDICID [6118000191087] | CANDICID [6118000191094] | DERZOL [6118000021629] | DERZOL [6118000021636] | DIFLUCAN [6118000250159] | DIFLUCAN [6118000250166] | FLUCAZOL [6118000130239] | FLUCAZOL [6118000130369] | FLUCAZOL [6118000130376] | FLUCONAZOLE GT 150 MG [6118000330288] | FLUCONAZOLE GT 150 MG [6118000330295] | FLUCONAZOLE WIN [6118000062073] | FLUCONAZOLE WIN [6118000062097] | FLUCONAZOLE WIN 150 [6118000012702] | FLUCONAZOLE WIN 150 [6118010118609] | FLUCONAZOLE WIN 150 MG [6118000012719] | FLUCONAZOLE WIN 150 MG [6118010118593] | FLUCONAZOLE WIN 150 MG [6118010118616] | FLUGIZOL [6118000280187] | FLUMYK [6118000120704] | FLUMYK [6118000120711] | FLUMYK [6118000120728] | FONGICAN [6118000310402] | FONGICAN [6118000310419] | FONGICAN [6118000310426] | FONGICAN [6118000310433] | FONGICAN [6118000310440] | FONGICAN [6118000310457] | FONGICAN [6118000310464] | FONGICAN 150 MG [6118010125478] | FONGICAN 150 MG [6118010125485] | FONGICAN 150 MG [6118010125492] | IMIDAZOL [6118000120223] | IMIDAZOL [6118000120599] | IMIDAZOL [6118000120605] | MYCOFLU [6118000050384] | MYCOFLU [6118000050391] | MYCOFLU 150 MG [6118000050988] | MYNAZOL [6118000241263] | MYNAZOL [6118000241768] | MYNAZOL [6118000242017] | MYNAZOL [6118010000348] | MYNAZOL [6118010032974] | MYNAZOL [6118010116773] | NOCAND 150 MG [6118000041351] | NOCAND 150 MG [6118000041368] | NOMYC [6118000071006] | NOMYC [6118000071013] | NOMYC [6118000071020] | NOMYC [6118010020209] | NOMYC [6118010020216] | NOMYC [6118010020223] | STARZOL [6118000280248] | SUPRIMASE [6118000070795] | SUPRIMASE [6118000070894] | SUPRIMASE DUO [6118000070900] | SUPRIMASE DUO [6118010020506]
6118000012702	FLUCONAZOLE WIN 150	FLUCONAZOLE	150 MG	AFONGIS [6118000410140] | AFONGIS [6118000410157] | AFONGIS [6118000410164] | AFONGIS [6118000410171] | CANAFLUCAN [6118000091066] | CANAFLUCAN [6118000091073] | CANAFLUCAN [6118000091080] | CANAFLUCAN [6118000091639] | CANAFLUCAN [6118000091646] | CANAFLUCAN [6118000091653] | CANAFLUCAN [6118000091660] | CANAFLUCAN [6118010023804] | CANAFLUCAN [6118010023811] | CANAFLUCAN [6118010023828] | CANAFLUCAN [6118010023835] | CANDICID [6118000191087] | CANDICID [6118000191094] | DERZOL [6118000021629] | DERZOL [6118000021636] | DIFLUCAN [6118000250159] | DIFLUCAN [6118000250166] | FLUCAZOL [6118000130239] | FLUCAZOL [6118000130369] | FLUCAZOL [6118000130376] | FLUCONAZOLE GT 150 MG [6118000330288] | FLUCONAZOLE GT 150 MG [6118000330295] | FLUCONAZOLE WIN [6118000062073] | FLUCONAZOLE WIN [6118000062097] | FLUCONAZOLE WIN 150 [6118010118609] | FLUCONAZOLE WIN 150 MG [6118000012696] | FLUCONAZOLE WIN 150 MG [6118000012719] | FLUCONAZOLE WIN 150 MG [6118010118593] | FLUCONAZOLE WIN 150 MG [6118010118616] | FLUGIZOL [6118000280187] | FLUMYK [6118000120704] | FLUMYK [6118000120711] | FLUMYK [6118000120728] | FONGICAN [6118000310402] | FONGICAN [6118000310419] | FONGICAN [6118000310426] | FONGICAN [6118000310433] | FONGICAN [6118000310440] | FONGICAN [6118000310457] | FONGICAN [6118000310464] | FONGICAN 150 MG [6118010125478] | FONGICAN 150 MG [6118010125485] | FONGICAN 150 MG [6118010125492] | IMIDAZOL [6118000120223] | IMIDAZOL [6118000120599] | IMIDAZOL [6118000120605] | MYCOFLU [6118000050384] | MYCOFLU [6118000050391] | MYCOFLU 150 MG [6118000050988] | MYNAZOL [6118000241263] | MYNAZOL [6118000241768] | MYNAZOL [6118000242017] | MYNAZOL [6118010000348] | MYNAZOL [6118010032974] | MYNAZOL [6118010116773] | NOCAND 150 MG [6118000041351] | NOCAND 150 MG [6118000041368] | NOMYC [6118000071006] | NOMYC [6118000071013] | NOMYC [6118000071020] | NOMYC [6118010020209] | NOMYC [6118010020216] | NOMYC [6118010020223] | STARZOL [6118000280248] | SUPRIMASE [6118000070795] | SUPRIMASE [6118000070894] | SUPRIMASE DUO [6118000070900] | SUPRIMASE DUO [6118010020506]
6118000012719	FLUCONAZOLE WIN 150 MG	FLUCONAZOLE	150 MG	AFONGIS [6118000410140] | AFONGIS [6118000410157] | AFONGIS [6118000410164] | AFONGIS [6118000410171] | CANAFLUCAN [6118000091066] | CANAFLUCAN [6118000091073] | CANAFLUCAN [6118000091080] | CANAFLUCAN [6118000091639] | CANAFLUCAN [6118000091646] | CANAFLUCAN [6118000091653] | CANAFLUCAN [6118000091660] | CANAFLUCAN [6118010023804] | CANAFLUCAN [6118010023811] | CANAFLUCAN [6118010023828] | CANAFLUCAN [6118010023835] | CANDICID [6118000191087] | CANDICID [6118000191094] | DERZOL [6118000021629] | DERZOL [6118000021636] | DIFLUCAN [6118000250159] | DIFLUCAN [6118000250166] | FLUCAZOL [6118000130239] | FLUCAZOL [6118000130369] | FLUCAZOL [6118000130376] | FLUCONAZOLE GT 150 MG [6118000330288] | FLUCONAZOLE GT 150 MG [6118000330295] | FLUCONAZOLE WIN [6118000062073] | FLUCONAZOLE WIN [6118000062097] | FLUCONAZOLE WIN 150 [6118000012702] | FLUCONAZOLE WIN 150 [6118010118609] | FLUCONAZOLE WIN 150 MG [6118000012696] | FLUCONAZOLE WIN 150 MG [6118010118593] | FLUCONAZOLE WIN 150 MG [6118010118616] | FLUGIZOL [6118000280187] | FLUMYK [6118000120704] | FLUMYK [6118000120711] | FLUMYK [6118000120728] | FONGICAN [6118000310402] | FONGICAN [6118000310419] | FONGICAN [6118000310426] | FONGICAN [6118000310433] | FONGICAN [6118000310440] | FONGICAN [6118000310457] | FONGICAN [6118000310464] | FONGICAN 150 MG [6118010125478] | FONGICAN 150 MG [6118010125485] | FONGICAN 150 MG [6118010125492] | IMIDAZOL [6118000120223] | IMIDAZOL [6118000120599] | IMIDAZOL [6118000120605] | MYCOFLU [6118000050384] | MYCOFLU [6118000050391] | MYCOFLU 150 MG [6118000050988] | MYNAZOL [6118000241263] | MYNAZOL [6118000241768] | MYNAZOL [6118000242017] | MYNAZOL [6118010000348] | MYNAZOL [6118010032974] | MYNAZOL [6118010116773] | NOCAND 150 MG [6118000041351] | NOCAND 150 MG [6118000041368] | NOMYC [6118000071006] | NOMYC [6118000071013] | NOMYC [6118000071020] | NOMYC [6118010020209] | NOMYC [6118010020216] | NOMYC [6118010020223] | STARZOL [6118000280248] | SUPRIMASE [6118000070795] | SUPRIMASE [6118000070894] | SUPRIMASE DUO [6118000070900] | SUPRIMASE DUO [6118010020506]
6118000012726	LUDIOMIL	MAPROTILINE	25 MG	LUDIOMIL [6118000220107]
6118000012733	LUDIOMIL	MAPROTILINE	75 MG	LUDIOMIL [6118000220114]
6118000012740	TOFRANIL	IMIPRAMINE	25 MG	TOFRANIL [6118000220152]
6118000012795	PAROXETINE WIN	PAROXETINE	20 MG	DEROXAT [6118001140237] | DIVARIUS 20 MG [6118001260171] | DIVARIUS 20 MG [6118001260188] | DIVARIUS 20 MG [6118001260195] | DIVARIUS 20 MG [6118010115776] | DIVARIUS 20 MG [6118010115783] | DIVARIUS 20 MG [6118010115790] | PANEKAL [6118000331308] | PANEKAL [6118000331315] | PAROXETINE GT [6118001380015] | PAROXETINE GT [6118001380022] | PAROXETINE GT [6118001380039] | PAROXETINE GT 20 MG [6118001270699] | PAROXETINE GT 20MG [6118001270705] | PAROXETINE GT 20MG [6118001270712] | PAROXETINE WIN [6118000012801] | TRE-ZEN 20 MG [6118000041450] | TRE-ZEN 20 MG [6118000041467] | XERIUM 20 MG [6118000033103] | XERIUM 20 MG [6118000033110] | XERIUM 20 MG [6118000033127]
6118000012801	PAROXETINE WIN	PAROXETINE	20 MG	DEROXAT [6118001140237] | DIVARIUS 20 MG [6118001260171] | DIVARIUS 20 MG [6118001260188] | DIVARIUS 20 MG [6118001260195] | DIVARIUS 20 MG [6118010115776] | DIVARIUS 20 MG [6118010115783] | DIVARIUS 20 MG [6118010115790] | PANEKAL [6118000331308] | PANEKAL [6118000331315] | PAROXETINE GT [6118001380015] | PAROXETINE GT [6118001380022] | PAROXETINE GT [6118001380039] | PAROXETINE GT 20 MG [6118001270699] | PAROXETINE GT 20MG [6118001270705] | PAROXETINE GT 20MG [6118001270712] | PAROXETINE WIN [6118000012795] | TRE-ZEN 20 MG [6118000041450] | TRE-ZEN 20 MG [6118000041467] | XERIUM 20 MG [6118000033103] | XERIUM 20 MG [6118000033110] | XERIUM 20 MG [6118000033127]
6118000012818	AMLODIPINE WIN	AMLODIPINE	5 MG	AMCARD [6118000130390] | AMCARD [6118000130406] | AMCARD [6118000130413] | AMEP 5 [6118000081517] | AMEP 5 [6118000081524] | AMEP 5 [6118000081777] | AMILO [6118000021018] | AMILO [6118000021025] | AMLODIPINE GT [6118000330097] | AMLODIPINE GT [6118000330103] | AMLODIPINE GT [6118010120800] | AMLODIPINE GT [6118010120817] | AMLODIPINE WIN [6118000012825] | AMLOR [6118000250012] | AMLOR [6118000250524] | AMLOR [6118000250531] | AMOVAS [6118000120018] | AMOVAS [6118000120025] | AMOVAS [6118000120681] | ANGLOR [6118000041290] | ANGLOR [6118000042006] | CALCINIB [6118000050490] | CALCINIB [6118000050506] | DIPICOR [6118000071112] | DIPICOR [6118000071129] | INIKAL 5 MG [6118000340126] | INIKAL 5 MG [6118000340133] | LORCARD [6118000032663] | LORCARD [6118000032670] | LORCARD [6118000032687] | LOWRAC [6118000140672] | LOWRAC [6118000140771] | MEDEP [6118000270249] | MEDEP [6118000270256] | MEDEP [6118000270263] | MIBRAL [6118000070962] | MIBRAL [6118000070979] | MIBRAL [6118000420170] | OROVASC [6118000331681] | PIMLO 5MG [6118000092261] | PIMLO 5MG [6118000092278] | PIMLOR [6118000096825] | PIMLOR [6118000096832]
6118000012825	AMLODIPINE WIN	AMLODIPINE	5 MG	AMCARD [6118000130390] | AMCARD [6118000130406] | AMCARD [6118000130413] | AMEP 5 [6118000081517] | AMEP 5 [6118000081524] | AMEP 5 [6118000081777] | AMILO [6118000021018] | AMILO [6118000021025] | AMLODIPINE GT [6118000330097] | AMLODIPINE GT [6118000330103] | AMLODIPINE GT [6118010120800] | AMLODIPINE GT [6118010120817] | AMLODIPINE WIN [6118000012818] | AMLOR [6118000250012] | AMLOR [6118000250524] | AMLOR [6118000250531] | AMOVAS [6118000120018] | AMOVAS [6118000120025] | AMOVAS [6118000120681] | ANGLOR [6118000041290] | ANGLOR [6118000042006] | CALCINIB [6118000050490] | CALCINIB [6118000050506] | DIPICOR [6118000071112] | DIPICOR [6118000071129] | INIKAL 5 MG [6118000340126] | INIKAL 5 MG [6118000340133] | LORCARD [6118000032663] | LORCARD [6118000032670] | LORCARD [6118000032687] | LOWRAC [6118000140672] | LOWRAC [6118000140771] | MEDEP [6118000270249] | MEDEP [6118000270256] | MEDEP [6118000270263] | MIBRAL [6118000070962] | MIBRAL [6118000070979] | MIBRAL [6118000420170] | OROVASC [6118000331681] | PIMLO 5MG [6118000092261] | PIMLO 5MG [6118000092278] | PIMLOR [6118000096825] | PIMLOR [6118000096832]
6118000012832	AMLODIPINE WIN	AMLODIPINE	10 MG	AMCARD [6118000130420] | AMCARD [6118000130437] | AMCARD [6118000130444] | AMEP 10 [6118000081531] | AMEP 10 [6118000081784] | AMLODIPINE GT [6118000330110] | AMLODIPINE GT [6118000330127] | AMLODIPINE GT [6118010120787] | AMLODIPINE GT [6118010120794] | AMLODIPINE WIN [6118000012849] | AMLOR [6118000250548] | AMLOR [6118000250555] | AMOVAS [6118000120032] | AMOVAS [6118000121053] | ANGLOR [6118000041306] | ANGLOR [6118000042020] | CALCINIB [6118000050513] | CALCINIB [6118000050520] | DIPICOR [6118000071136] | DIPICOR [6118000071143] | INIKAL 10 MG [6118000340140] | MEDEP [6118000270270] | MEDEP [6118000270287] | MEDEP [6118000270294] | MIBRAL [6118000070986] | MIBRAL [6118000070993] | MIBRAL [6118000420194] | OROVASC [6118000331704] | PIMLO [6118000093275] | PIMLO [6118000093282] | PIMLO [6118000093299] | PIMLO 10 MG [6118010125508] | PIMLO 10 MG [6118010125515] | PIMLO 10 MG [6118010125522] | PIMLOR [6118000096795] | PIMLOR [6118000096801] | PIMLOR [6118000096818]
6118000012849	AMLODIPINE WIN	AMLODIPINE	10 MG	AMCARD [6118000130420] | AMCARD [6118000130437] | AMCARD [6118000130444] | AMEP 10 [6118000081531] | AMEP 10 [6118000081784] | AMLODIPINE GT [6118000330110] | AMLODIPINE GT [6118000330127] | AMLODIPINE GT [6118010120787] | AMLODIPINE GT [6118010120794] | AMLODIPINE WIN [6118000012832] | AMLOR [6118000250548] | AMLOR [6118000250555] | AMOVAS [6118000120032] | AMOVAS [6118000121053] | ANGLOR [6118000041306] | ANGLOR [6118000042020] | CALCINIB [6118000050513] | CALCINIB [6118000050520] | DIPICOR [6118000071136] | DIPICOR [6118000071143] | INIKAL 10 MG [6118000340140] | MEDEP [6118000270270] | MEDEP [6118000270287] | MEDEP [6118000270294] | MIBRAL [6118000070986] | MIBRAL [6118000070993] | MIBRAL [6118000420194] | OROVASC [6118000331704] | PIMLO [6118000093275] | PIMLO [6118000093282] | PIMLO [6118000093299] | PIMLO 10 MG [6118010125508] | PIMLO 10 MG [6118010125515] | PIMLO 10 MG [6118010125522] | PIMLOR [6118000096795] | PIMLOR [6118000096801] | PIMLOR [6118000096818]
6118000012863	SILDENAFIL WIN 50 MG	SILDENAFIL	50 MG	SILDENAFIL WIN 50 MG [6118000012870] | SILDENAFIL WIN 50 MG [6118000012887] | SILDENAFIL WIN 50 MG [6118010123139] | VIAGRA [6118000250388] | VIAGRA [6118000250395] | VIGOREX [6118000050643] | VIGOREX [6118000050650] | VIGOREX 50 MG [6118000050971] | VIRECTIL 50 MG [6118000092087] | VIRECTIL 50 MG [6118000092094] | ZOLTAN [6118000140696] | ZOLTAN [6118000140764] | ZOLTAN 50 MG [6118000140757]
6118000012870	SILDENAFIL WIN 50 MG	SILDENAFIL	50 MG	SILDENAFIL WIN 50 MG [6118000012863] | SILDENAFIL WIN 50 MG [6118000012887] | SILDENAFIL WIN 50 MG [6118010123139] | VIAGRA [6118000250388] | VIAGRA [6118000250395] | VIGOREX [6118000050643] | VIGOREX [6118000050650] | VIGOREX 50 MG [6118000050971] | VIRECTIL 50 MG [6118000092087] | VIRECTIL 50 MG [6118000092094] | ZOLTAN [6118000140696] | ZOLTAN [6118000140764] | ZOLTAN 50 MG [6118000140757]
6118000012887	SILDENAFIL WIN 50 MG	SILDENAFIL	50 MG	SILDENAFIL WIN 50 MG [6118000012863] | SILDENAFIL WIN 50 MG [6118000012870] | SILDENAFIL WIN 50 MG [6118010123139] | VIAGRA [6118000250388] | VIAGRA [6118000250395] | VIGOREX [6118000050643] | VIGOREX [6118000050650] | VIGOREX 50 MG [6118000050971] | VIRECTIL 50 MG [6118000092087] | VIRECTIL 50 MG [6118000092094] | ZOLTAN [6118000140696] | ZOLTAN [6118000140764] | ZOLTAN 50 MG [6118000140757]
6118000012894	SILDENAFIL WIN 100 MG	SILDENAFIL	100 MG	SILDENAFIL WIN 100 MG [6118000012900] | SILDENAFIL WIN 100 MG [6118000012917] | VIAGRA [6118000250401] | VIAGRA [6118000250418] | VIRECTIL 100 MG [6118000092100] | VIRECTIL 100 MG [6118000092117]
6118000012900	SILDENAFIL WIN 100 MG	SILDENAFIL	100 MG	SILDENAFIL WIN 100 MG [6118000012894] | SILDENAFIL WIN 100 MG [6118000012917] | VIAGRA [6118000250401] | VIAGRA [6118000250418] | VIRECTIL 100 MG [6118000092100] | VIRECTIL 100 MG [6118000092117]
6118000012917	SILDENAFIL WIN 100 MG	SILDENAFIL	100 MG	SILDENAFIL WIN 100 MG [6118000012894] | SILDENAFIL WIN 100 MG [6118000012900] | VIAGRA [6118000250401] | VIAGRA [6118000250418] | VIRECTIL 100 MG [6118000092100] | VIRECTIL 100 MG [6118000092117]
6118000012924	AZITHROMYCINE WIN 500 MG	AZITHROMYCINE	500 MG	AZ [6118000190097] | AZIBAC [6118000280378] | AZILIDE [6118000021568] | AZIMYCINE [6118000241706] | AZIMYCINE [6118010000294] | AZITHRIX [6118000070115] | AZITHROMYCINE WIN [6118000061977] | AZIX [6118000040941] | MACROMAX [6118000091837] | MACROMAX [6118010024641] | MAZAX [6118000310860] | MAZAX 500 MG [6118010125782] | UNIZITRO [6118000071372] | UNIZITRO [6118010020605] | ZITHROMAX [6118000250500]
6118000012931	ACIDE TIAPROFENIQUE WIN 1 BOITE 10 COMPRIME SECABLE 11,60 0,00 NON			
6118000012948	ACIDE TIAPROFENIQUE WIN 1 BOITE 20 COMPRIME SECABLE 20,00 0,00 NON			
6118000012955	ACIDE TIAPROFENIQUE WIN 1 BOITE 30 COMPRIME SECABLE 26,00 0,00 NON			
6118000012962	VALSARTAN WIN 80 MG	VALSARTAN	80 MG	ATENSIL [6118000242208] | ATENSIL [6118000242215] | ATIKEN [6118000242567] | ATIKEN [6118000242574] | NOVOSAR [6118000141235] | TAREG [6118001030026] | TAREG [6118001030316] | VALSARTAN WIN [6118000062264] | VALSARTAN WIN [6118000062271] | VALSARTAN WIN 80 MG [6118000012979] | ZENOVAN [6118000331186]
6118000012979	VALSARTAN WIN 80 MG	VALSARTAN	80 MG	ATENSIL [6118000242208] | ATENSIL [6118000242215] | ATIKEN [6118000242567] | ATIKEN [6118000242574] | NOVOSAR [6118000141235] | TAREG [6118001030026] | TAREG [6118001030316] | VALSARTAN WIN [6118000062264] | VALSARTAN WIN [6118000062271] | VALSARTAN WIN 80 MG [6118000012962] | ZENOVAN [6118000331186]
6118000012986	VALSARTAN WIN 160 MG	VALSARTAN	160 MG	ATENSIL [6118000242222] | ATENSIL [6118000242239] | ATIKEN [6118000242581] | ATIKEN [6118000242598] | NOVOSAR [6118000141273] | TAREG [6118001030033] | TAREG [6118001030309] | VALSARTAN WIN [6118000062288] | VALSARTAN WIN [6118000062295] | VALSARTAN WIN 160 MG [6118000012993] | ZENOVAN [6118000331209]
6118000012993	VALSARTAN WIN 160 MG	VALSARTAN	160 MG	ATENSIL [6118000242222] | ATENSIL [6118000242239] | ATIKEN [6118000242581] | ATIKEN [6118000242598] | NOVOSAR [6118000141273] | TAREG [6118001030033] | TAREG [6118001030309] | VALSARTAN WIN [6118000062288] | VALSARTAN WIN [6118000062295] | VALSARTAN WIN 160 MG [6118000012986] | ZENOVAN [6118000331209]
6118000013013	GLIMEPIRIDE WIN 1 BOITE 30 COMPRIME 40,00 40,00 OUI			
6118000013020	GLIMEPIRIDE WIN 1 BOITE 60 COMPRIME 69,10 0,00 NON			
