CODE_BARRES	NOM_COMMERCIAL	PRINCIPE_ACTIF	DOSAGE	EQUIVALENTS
6118000062301	PAROXETINE WIN 1 BOITE 30 COMPRIME PELLICULE SECABLE 132,00 132,00 OUI		20 MG	
6118000062318	TERBINAFINE WIN 1 BOITE 28 COMPRIME SECABLE 180,00 0,00 NON			
6118000062332	OLANZAPINE WIN	OLANZAPINE	5 MG	LOZYXA [6118000042198] | LOZYXA [6118000042204] | MARVIL [6118000131014] | MARVIL [6118010118166] | MEDIZAPIN [6118001150946] | NEPZAN [6118000072461] | NEPZAN [6118000072478] | O-LINE [6118001271511] | OLANZAPINE WIN [6118000013372] | OLYNZA [6118000360124] | RANOZYP [6118001300396] | RANOZYP [6118001300402] | ZYPREXA [6118001070664]
6118000062349	OLANZAPINE WIN	OLANZAPINE	10 MG	LOZYXA [6118000042211] | MARVIL [6118000131021] | MARVIL [6118000131038] | MARVIL [6118010118173] | MARVIL [6118010118180] | MEDIZAPIN [6118001150977] | MEDIZAPIN [6118001150984] | NEPZAN [6118000072492] | NEPZAN [6118000072508] | O-LINE [6118001271542] | O-LINE [6118001271559] | O-LINE [6118001271566] | OLANZAPINE WIN [6118000013389] | OLYNZA [6118000360131] | RANOZYP [6118001300419] | RANOZYP [6118001300426] | ZYPREXA [6118001070657]
6118000070016	ALGIK	PARACETAMOL / CAFEINE	500 / 50 MG / MG	ALGIK [6118000070023] | CEFALINE HAUTH [6118000140139] | EFDOL CAFEINE [6118000140252] | PANALGIC [6118000020547] | PANALGIC [6118000020554]
6118000070023	ALGIK	PARACETAMOL / CAFEINE	500 / 50 MG / MG	ALGIK [6118000070016] | CEFALINE HAUTH [6118000140139] | EFDOL CAFEINE [6118000140252] | PANALGIC [6118000020547] | PANALGIC [6118000020554]
6118000070030	AMOXICILLINE LLORENTE	AMOXICILLINE	250 MG	A-GRAM [6118010000270] | ALFAMOX [6118000090052] | ALFAMOX [6118000091462] | ALFAMOX [6118010023361] | AMODEX [6118000180012] | AMOXICILLINE LLORENTE [6118010000256] | AMOXIL [6118000160076] | AMOXIL [6118000160083] | AMOXIL [6118000160090] | AMOXIL [6118000160106] | AXIMYCINE [6118000030089] | AXIMYCINE [6118000030119] | AXIMYCINE [6118000031109] | AXIMYCINE [6118000031116] | AXIMYCINE [6118000032236] | BACTOX [6118000240112] | BIOMOX [6118000070214] | BIOMOX [6118000070221] | CLAMOXYL [6118000160397] | CLAMOXYL [6118000160403] | CLAMOXYL [6118000160410] | CLAMOXYL [6118000160427] | DISPAMOX [6118000140191] | DISPAMOX 250 MG [6118000140986] | NEOMOX [6118000190646] | NEOMOX [6118000190653] | NEOMOX [6118000190707] | NEOMOX [6118000190714] | OSPAMOX [6118000020615] | PENAMOX [6118000160762] | PENAMOX [6118000160779] | PENAMOX [6118000160786] | PENAMOX [6118000160793] | PNEUMOCCID [6118000090625] | PNEUMOCCID [6118000090632] | STARMOX [6118000280132] | STREPTOCID [6118000090823] | STREPTOCID [6118000090830] | STREPTOCID [6118000090847] | STREPTOCID [6118010025419]
6118000070047	AMOXICILLINE LLORENTE	AMOXICILLINE	500 MG	A-GRAM [6118010000263] | A-GRAM [6118010000287] | ALFAMOX [6118000091455] | ALFAMOX [6118010023347] | ALFAMOX [6118010023378] | AMODEX [6118000180029] | AMODEX [6118000180036] | AMOXICILLINE LLORENTE [6118000070054] | AMOXICILLINE SP [6118000390114] | AMOXICILLINE SP [6118000390121] | AMOXIL [6118000160113] | AMOXIL [6118000160120] | AMOXIL [6118000160137] | AMOXIL [6118000160144] | AMOXIL [6118000160151] | AMOXIL [6118000160168] | AMOXIL [6118000161028] | AXIMYCINE [6118000030072] | AXIMYCINE [6118000030096] | AXIMYCINE [6118000031123] | AXIMYCINE [6118000031130] | AXIMYCINE [6118000031147] | AXIMYCINE [6118000031154] | BACTOX [6118000240129] | BACTOX [6118000240136] | BACTOX [6118000241713] | BIOMOX [6118000070238] | BIOMOX [6118000070245] | CLAMOXYL [6118000160434] | CLAMOXYL [6118000160441] | CLAMOXYL [6118000160458] | CLAMOXYL [6118000160465] | CLAMOXYL [6118000160472] | CLAMOXYL [6118000160489] | CLAMOXYL [6118000161066] | DISPAMOX [6118000140160] | DISPAMOX [6118000140207] | DISPAMOX 500 MG [6118000140993] | HICONCIL [6118010035258] | HICONCIL [6118010035265] | NEOMOX [6118000190660] | NEOMOX [6118000190677] | NEOMOX [6118000190721] | NEOMOX [6118000190738] | NEOMOX [6118000190745] | OSPAMOX [6118000020820] | PENAMOX [6118000160809] | PENAMOX [6118000160816] | PENAMOX [6118000160823] | PENAMOX [6118000160830] | PENAMOX [6118000160847] | PENAMOX [6118000160854] | PENAMOX [6118000161196] | PNEUMOCCID [6118000090656] | PNEUMOCCID [6118000090663] | PNEUMOCCID [6118010025020] | STARMOX [6118000280118] | STARMOX [6118000280149] | STARMOX [6118000280156] | STREPTOCID [6118000090854] | STREPTOCID [6118000090861] | STREPTOCID [6118000090878] | STREPTOCID [6118000090885] | STREPTOCID [6118010025457]
6118000070054	AMOXICILLINE LLORENTE	AMOXICILLINE	500 MG	A-GRAM [6118010000263] | A-GRAM [6118010000287] | ALFAMOX [6118000091455] | ALFAMOX [6118010023347] | ALFAMOX [6118010023378] | AMODEX [6118000180029] | AMODEX [6118000180036] | AMOXICILLINE LLORENTE [6118000070047] | AMOXICILLINE SP [6118000390114] | AMOXICILLINE SP [6118000390121] | AMOXIL [6118000160113] | AMOXIL [6118000160120] | AMOXIL [6118000160137] | AMOXIL [6118000160144] | AMOXIL [6118000160151] | AMOXIL [6118000160168] | AMOXIL [6118000161028] | AXIMYCINE [6118000030072] | AXIMYCINE [6118000030096] | AXIMYCINE [6118000031123] | AXIMYCINE [6118000031130] | AXIMYCINE [6118000031147] | AXIMYCINE [6118000031154] | BACTOX [6118000240129] | BACTOX [6118000240136] | BACTOX [6118000241713] | BIOMOX [6118000070238] | BIOMOX [6118000070245] | CLAMOXYL [6118000160434] | CLAMOXYL [6118000160441] | CLAMOXYL [6118000160458] | CLAMOXYL [6118000160465] | CLAMOXYL [6118000160472] | CLAMOXYL [6118000160489] | CLAMOXYL [6118000161066] | DISPAMOX [6118000140160] | DISPAMOX [6118000140207] | DISPAMOX 500 MG [6118000140993] | HICONCIL [6118010035258] | HICONCIL [6118010035265] | NEOMOX [6118000190660] | NEOMOX [6118000190677] | NEOMOX [6118000190721] | NEOMOX [6118000190738] | NEOMOX [6118000190745] | OSPAMOX [6118000020820] | PENAMOX [6118000160809] | PENAMOX [6118000160816] | PENAMOX [6118000160823] | PENAMOX [6118000160830] | PENAMOX [6118000160847] | PENAMOX [6118000160854] | PENAMOX [6118000161196] | PNEUMOCCID [6118000090656] | PNEUMOCCID [6118000090663] | PNEUMOCCID [6118010025020] | STARMOX [6118000280118] | STARMOX [6118000280149] | STARMOX [6118000280156] | STREPTOCID [6118000090854] | STREPTOCID [6118000090861] | STREPTOCID [6118000090878] | STREPTOCID [6118000090885] | STREPTOCID [6118010025457]
6118000070061	AMPICILLINE LLORENTE	AMPICILLINE	250 MG	OPTICILLINE [6118000030393] | OPTICILLINE [6118000030409] | OPTICILLINE [6118000030423] | OPTICILLINE [6118000031727] | TOTAPEN [6118010035272] | TOTAPEN [6118010035500]
6118000070078	AMPICILLINE LLORENTE	AMPICILLINE	500 MG	AMPICILLINE LLORENTE [6118000070085] | OPTICILLINE [6118000030416] | OPTICILLINE [6118000030430] | OPTICILLINE [6118000031734] | OPTICILLINE [6118000032281] | TOTAPEN [6118010035289] | TOTAPEN [6118010035517]
6118000070085	AMPICILLINE LLORENTE	AMPICILLINE	500 MG	AMPICILLINE LLORENTE [6118000070078] | OPTICILLINE [6118000030416] | OPTICILLINE [6118000030430] | OPTICILLINE [6118000031734] | OPTICILLINE [6118000032281] | TOTAPEN [6118010035289] | TOTAPEN [6118010035517]
6118000070092	AZITHRIX	AZITHROMYCINE	200 MG	AZ [6118000190103] | AZ [6118000190981] | AZILIDE 200 MG/ 5 ML [6118000021506] | AZILIDE 200 MG/5 ML [6118000021490] | AZIMAX [6118000250029] | AZIMAX [6118000250562] | AZITHRIX [6118000070108] | AZIX 1500 MG [6118000041245] | AZIX 900 MG [6118000041238] | MACROMAX [6118000091868] | MACROMAX [6118010024597] | MACROMAX 200 MG/5ML [6118000091820] | MACROMAX 200 MG/5ML [6118010024610] | MACROMAX 200MG/5ML [6118000091813] | MACROMAX 200MG/5ML [6118010024603] | MAZAX [6118000310815] | MAZAX 200 MG [6118010125751] | MAZAX 200 MG / 5 ML [6118010126024] | MAZAX 200 MG / 5 ML [6118010126031] | UNIZITRO [6118000071358] | UNIZITRO [6118000071365] | UNIZITRO [6118010020582] | UNIZITRO [6118010020599] | ZITHROMAX [6118000250456] | ZITHROMAX [6118000250470]
6118000070108	AZITHRIX	AZITHROMYCINE	200 MG	AZ [6118000190103] | AZ [6118000190981] | AZILIDE 200 MG/ 5 ML [6118000021506] | AZILIDE 200 MG/5 ML [6118000021490] | AZIMAX [6118000250029] | AZIMAX [6118000250562] | AZITHRIX [6118000070092] | AZIX 1500 MG [6118000041245] | AZIX 900 MG [6118000041238] | MACROMAX [6118000091868] | MACROMAX [6118010024597] | MACROMAX 200 MG/5ML [6118000091820] | MACROMAX 200 MG/5ML [6118010024610] | MACROMAX 200MG/5ML [6118000091813] | MACROMAX 200MG/5ML [6118010024603] | MAZAX [6118000310815] | MAZAX 200 MG [6118010125751] | MAZAX 200 MG / 5 ML [6118010126024] | MAZAX 200 MG / 5 ML [6118010126031] | UNIZITRO [6118000071358] | UNIZITRO [6118000071365] | UNIZITRO [6118010020582] | UNIZITRO [6118010020599] | ZITHROMAX [6118000250456] | ZITHROMAX [6118000250470]
6118000070115	AZITHRIX	AZITHROMYCINE	500 MG	AZ [6118000190097] | AZIBAC [6118000280378] | AZILIDE [6118000021568] | AZIMYCINE [6118000241706] | AZIMYCINE [6118010000294] | AZITHROMYCINE WIN [6118000061977] | AZITHROMYCINE WIN 500 MG [6118000012924] | AZIX [6118000040941] | MACROMAX [6118000091837] | MACROMAX [6118010024641] | MAZAX [6118000310860] | MAZAX 500 MG [6118010125782] | UNIZITRO [6118000071372] | UNIZITRO [6118010020605] | ZITHROMAX [6118000250500]
6118000070122	BELMAZOL 20MG	OMEPRAZOLE	20 MG	ALZOLE [6118000050407] | ALZOLE 20 MG [6118000051015] | ALZOLE 20 MG [6118000051022] | ALZOLE 20 MG [6118010118333] | AULCER 20 MG [6118001220038] | AULCER 20 MG [6118001220045] | BELMAZOL 20MG [6118000070139] | BELMAZOL 20MG [6118000071624] | IPP [6118000190547] | IPP [6118000191049] | IXOR [6118000032786] | IXOR [6118000032793] | IXOR [6118000032809] | KALEST [6118000340041] | KALEST [6118000340058] | KALEST [6118000340065] | KALEST [6118010035685] | KALEST [6118010035692] | KALEST [6118010035708] | MOPRAL [6118001020652] | OEDES [6118001100064] | OEDES [6118001100071] | OEDES [6118001100088] | OEDES 20 MG [6118000082026] | OMEGEN [6118000130017] | OMEGEN [6118000130024] | OMEGEN [6118000130031] | OMEPRAL [6118000240570] | OMEPRAL [6118000240587] | OMEPRAL [6118000240594] | OMIZ 20 MG [6118000092414] | OMIZ 20 MG [6118000092421] | OMIZ 20 MG [6118000092438] | OPRA DEVA [6118000410270] | OPRA DEVA [6118000410287] | OPRA DEVA [6118000410294] | OZIL PLUS [6118000331247] | OZIL PLUS [6118000331254] | PRAZOL [6118000040644] | PRAZOL [6118000040996] | PRAZOL [6118000041009] | PROCLOR [6118000070726] | PROCLOR [6118000071457] | PROCLOR [6118010020353] | PROGAST [6118000210061] | PROGAST [6118000210078] | PROGAST [6118000210115] | PROGAST [6118010116841] | PROTON [6118001250462] | PROTON [6118001250479] | PROTON [6118010020360] | PROTON [6118010020377] | ZAURAC [6118000400110] | ZAURAC [6118000400127] | ZAURAC [6118000400134]
6118000070139	BELMAZOL 20MG	OMEPRAZOLE	20 MG	ALZOLE [6118000050407] | ALZOLE 20 MG [6118000051015] | ALZOLE 20 MG [6118000051022] | ALZOLE 20 MG [6118010118333] | AULCER 20 MG [6118001220038] | AULCER 20 MG [6118001220045] | BELMAZOL 20MG [6118000070122] | BELMAZOL 20MG [6118000071624] | IPP [6118000190547] | IPP [6118000191049] | IXOR [6118000032786] | IXOR [6118000032793] | IXOR [6118000032809] | KALEST [6118000340041] | KALEST [6118000340058] | KALEST [6118000340065] | KALEST [6118010035685] | KALEST [6118010035692] | KALEST [6118010035708] | MOPRAL [6118001020652] | OEDES [6118001100064] | OEDES [6118001100071] | OEDES [6118001100088] | OEDES 20 MG [6118000082026] | OMEGEN [6118000130017] | OMEGEN [6118000130024] | OMEGEN [6118000130031] | OMEPRAL [6118000240570] | OMEPRAL [6118000240587] | OMEPRAL [6118000240594] | OMIZ 20 MG [6118000092414] | OMIZ 20 MG [6118000092421] | OMIZ 20 MG [6118000092438] | OPRA DEVA [6118000410270] | OPRA DEVA [6118000410287] | OPRA DEVA [6118000410294] | OZIL PLUS [6118000331247] | OZIL PLUS [6118000331254] | PRAZOL [6118000040644] | PRAZOL [6118000040996] | PRAZOL [6118000041009] | PROCLOR [6118000070726] | PROCLOR [6118000071457] | PROCLOR [6118010020353] | PROGAST [6118000210061] | PROGAST [6118000210078] | PROGAST [6118000210115] | PROGAST [6118010116841] | PROTON [6118001250462] | PROTON [6118001250479] | PROTON [6118010020360] | PROTON [6118010020377] | ZAURAC [6118000400110] | ZAURAC [6118000400127] | ZAURAC [6118000400134]
6118000070146	BEMAG	MAGNESIUM / PYRIDOXINE (VITAMINE B6)	0.5 / 0.125 G / G	MAGNE B 6 [6118000061298] | UVIMAG B6 [6118000020455]
6118000070153	BIODROXIL	CEFADROXIL	500 MG	ORACEFAL [6118010035401] | ORACEFAL [6118010035432] | PREMOCEFAL [6118010025044] | PREMOCEFAL [6118010025082] | RODAL [6118000240792] | RODAL [6118000241782] | RODAL [6118010033438]
6118000070160	BIODROXIL	CEFADROXIL	1 G	ORACEFAL [6118010035722] | PREMOCEFAL [6118010025051] | RODAL [6118000241331]
6118000070177	BIODROXIL	CEFADROXIL	125 MG	ORACEFAL [6118010035418] | PREMOCEFAL [6118010025068]
6118000070184	BIODROXIL	CEFADROXIL	250 MG	ORACEFAL [6118010035425] | PREMOCEFAL [6118010025075] | RODAL [6118000241775] | RODAL [6118010033414]
6118000070191	BIOMOX	AMOXICILLINE	1 G	ALFAMOX [6118000091042] | ALFAMOX [6118000091448] | ALFAMOX [6118000094845] | ALFAMOX [6118010023392] | AMODEX [6118000180043] | AMOXIL [6118000160038] | AMOXIL [6118000160045] | AMOXIL [6118000161035] | AXIMYCINE [6118000030102] | AXIMYCINE [6118000031161] | AXIMYCINE [6118000031178] | AXIMYCINE [6118000031185] | BACTOX [6118000240082] | BACTOX [6118000240099] | BACTOX [6118000241737] | BIOMOX [6118000070207] | CLAMOXYL [6118000160359] | CLAMOXYL [6118000160366] | CLAMOXYL [6118000161059] | DISPAMOX [6118000140146] | DISPAMOX [6118000140153] | NEOMOX [6118000190615] | NEOMOX [6118000190622] | NEOMOX [6118000190639] | OSPAMOX [6118000021063] | PENAMOX [6118000160724] | PENAMOX [6118000160731] | PENAMOX [6118000161189] | PNEUMOCCID [6118000090601] | PNEUMOCCID [6118010024979] | STARMOX [6118000280163] | STARMOX [6118000280170] | STREPTOCID [6118000090809] | STREPTOCID [6118010025389]
6118000070207	BIOMOX	AMOXICILLINE	1 G	ALFAMOX [6118000091042] | ALFAMOX [6118000091448] | ALFAMOX [6118000094845] | ALFAMOX [6118010023392] | AMODEX [6118000180043] | AMOXIL [6118000160038] | AMOXIL [6118000160045] | AMOXIL [6118000161035] | AXIMYCINE [6118000030102] | AXIMYCINE [6118000031161] | AXIMYCINE [6118000031178] | AXIMYCINE [6118000031185] | BACTOX [6118000240082] | BACTOX [6118000240099] | BACTOX [6118000241737] | BIOMOX [6118000070191] | CLAMOXYL [6118000160359] | CLAMOXYL [6118000160366] | CLAMOXYL [6118000161059] | DISPAMOX [6118000140146] | DISPAMOX [6118000140153] | NEOMOX [6118000190615] | NEOMOX [6118000190622] | NEOMOX [6118000190639] | OSPAMOX [6118000021063] | PENAMOX [6118000160724] | PENAMOX [6118000160731] | PENAMOX [6118000161189] | PNEUMOCCID [6118000090601] | PNEUMOCCID [6118010024979] | STARMOX [6118000280163] | STARMOX [6118000280170] | STREPTOCID [6118000090809] | STREPTOCID [6118010025389]
6118000070214	BIOMOX	AMOXICILLINE	250 MG	A-GRAM [6118010000270] | ALFAMOX [6118000090052] | ALFAMOX [6118000091462] | ALFAMOX [6118010023361] | AMODEX [6118000180012] | AMOXICILLINE LLORENTE [6118000070030] | AMOXICILLINE LLORENTE [6118010000256] | AMOXIL [6118000160076] | AMOXIL [6118000160083] | AMOXIL [6118000160090] | AMOXIL [6118000160106] | AXIMYCINE [6118000030089] | AXIMYCINE [6118000030119] | AXIMYCINE [6118000031109] | AXIMYCINE [6118000031116] | AXIMYCINE [6118000032236] | BACTOX [6118000240112] | BIOMOX [6118000070221] | CLAMOXYL [6118000160397] | CLAMOXYL [6118000160403] | CLAMOXYL [6118000160410] | CLAMOXYL [6118000160427] | DISPAMOX [6118000140191] | DISPAMOX 250 MG [6118000140986] | NEOMOX [6118000190646] | NEOMOX [6118000190653] | NEOMOX [6118000190707] | NEOMOX [6118000190714] | OSPAMOX [6118000020615] | PENAMOX [6118000160762] | PENAMOX [6118000160779] | PENAMOX [6118000160786] | PENAMOX [6118000160793] | PNEUMOCCID [6118000090625] | PNEUMOCCID [6118000090632] | STARMOX [6118000280132] | STREPTOCID [6118000090823] | STREPTOCID [6118000090830] | STREPTOCID [6118000090847] | STREPTOCID [6118010025419]
6118000070221	BIOMOX	AMOXICILLINE	250 MG	A-GRAM [6118010000270] | ALFAMOX [6118000090052] | ALFAMOX [6118000091462] | ALFAMOX [6118010023361] | AMODEX [6118000180012] | AMOXICILLINE LLORENTE [6118000070030] | AMOXICILLINE LLORENTE [6118010000256] | AMOXIL [6118000160076] | AMOXIL [6118000160083] | AMOXIL [6118000160090] | AMOXIL [6118000160106] | AXIMYCINE [6118000030089] | AXIMYCINE [6118000030119] | AXIMYCINE [6118000031109] | AXIMYCINE [6118000031116] | AXIMYCINE [6118000032236] | BACTOX [6118000240112] | BIOMOX [6118000070214] | CLAMOXYL [6118000160397] | CLAMOXYL [6118000160403] | CLAMOXYL [6118000160410] | CLAMOXYL [6118000160427] | DISPAMOX [6118000140191] | DISPAMOX 250 MG [6118000140986] | NEOMOX [6118000190646] | NEOMOX [6118000190653] | NEOMOX [6118000190707] | NEOMOX [6118000190714] | OSPAMOX [6118000020615] | PENAMOX [6118000160762] | PENAMOX [6118000160779] | PENAMOX [6118000160786] | PENAMOX [6118000160793] | PNEUMOCCID [6118000090625] | PNEUMOCCID [6118000090632] | STARMOX [6118000280132] | STREPTOCID [6118000090823] | STREPTOCID [6118000090830] | STREPTOCID [6118000090847] | STREPTOCID [6118010025419]
6118000070238	BIOMOX	AMOXICILLINE	500 MG	A-GRAM [6118010000263] | A-GRAM [6118010000287] | ALFAMOX [6118000091455] | ALFAMOX [6118010023347] | ALFAMOX [6118010023378] | AMODEX [6118000180029] | AMODEX [6118000180036] | AMOXICILLINE LLORENTE [6118000070047] | AMOXICILLINE LLORENTE [6118000070054] | AMOXICILLINE SP [6118000390114] | AMOXICILLINE SP [6118000390121] | AMOXIL [6118000160113] | AMOXIL [6118000160120] | AMOXIL [6118000160137] | AMOXIL [6118000160144] | AMOXIL [6118000160151] | AMOXIL [6118000160168] | AMOXIL [6118000161028] | AXIMYCINE [6118000030072] | AXIMYCINE [6118000030096] | AXIMYCINE [6118000031123] | AXIMYCINE [6118000031130] | AXIMYCINE [6118000031147] | AXIMYCINE [6118000031154] | BACTOX [6118000240129] | BACTOX [6118000240136] | BACTOX [6118000241713] | BIOMOX [6118000070245] | CLAMOXYL [6118000160434] | CLAMOXYL [6118000160441] | CLAMOXYL [6118000160458] | CLAMOXYL [6118000160465] | CLAMOXYL [6118000160472] | CLAMOXYL [6118000160489] | CLAMOXYL [6118000161066] | DISPAMOX [6118000140160] | DISPAMOX [6118000140207] | DISPAMOX 500 MG [6118000140993] | HICONCIL [6118010035258] | HICONCIL [6118010035265] | NEOMOX [6118000190660] | NEOMOX [6118000190677] | NEOMOX [6118000190721] | NEOMOX [6118000190738] | NEOMOX [6118000190745] | OSPAMOX [6118000020820] | PENAMOX [6118000160809] | PENAMOX [6118000160816] | PENAMOX [6118000160823] | PENAMOX [6118000160830] | PENAMOX [6118000160847] | PENAMOX [6118000160854] | PENAMOX [6118000161196] | PNEUMOCCID [6118000090656] | PNEUMOCCID [6118000090663] | PNEUMOCCID [6118010025020] | STARMOX [6118000280118] | STARMOX [6118000280149] | STARMOX [6118000280156] | STREPTOCID [6118000090854] | STREPTOCID [6118000090861] | STREPTOCID [6118000090878] | STREPTOCID [6118000090885] | STREPTOCID [6118010025457]
6118000070245	BIOMOX	AMOXICILLINE	500 MG	A-GRAM [6118010000263] | A-GRAM [6118010000287] | ALFAMOX [6118000091455] | ALFAMOX [6118010023347] | ALFAMOX [6118010023378] | AMODEX [6118000180029] | AMODEX [6118000180036] | AMOXICILLINE LLORENTE [6118000070047] | AMOXICILLINE LLORENTE [6118000070054] | AMOXICILLINE SP [6118000390114] | AMOXICILLINE SP [6118000390121] | AMOXIL [6118000160113] | AMOXIL [6118000160120] | AMOXIL [6118000160137] | AMOXIL [6118000160144] | AMOXIL [6118000160151] | AMOXIL [6118000160168] | AMOXIL [6118000161028] | AXIMYCINE [6118000030072] | AXIMYCINE [6118000030096] | AXIMYCINE [6118000031123] | AXIMYCINE [6118000031130] | AXIMYCINE [6118000031147] | AXIMYCINE [6118000031154] | BACTOX [6118000240129] | BACTOX [6118000240136] | BACTOX [6118000241713] | BIOMOX [6118000070238] | CLAMOXYL [6118000160434] | CLAMOXYL [6118000160441] | CLAMOXYL [6118000160458] | CLAMOXYL [6118000160465] | CLAMOXYL [6118000160472] | CLAMOXYL [6118000160489] | CLAMOXYL [6118000161066] | DISPAMOX [6118000140160] | DISPAMOX [6118000140207] | DISPAMOX 500 MG [6118000140993] | HICONCIL [6118010035258] | HICONCIL [6118010035265] | NEOMOX [6118000190660] | NEOMOX [6118000190677] | NEOMOX [6118000190721] | NEOMOX [6118000190738] | NEOMOX [6118000190745] | OSPAMOX [6118000020820] | PENAMOX [6118000160809] | PENAMOX [6118000160816] | PENAMOX [6118000160823] | PENAMOX [6118000160830] | PENAMOX [6118000160847] | PENAMOX [6118000160854] | PENAMOX [6118000161196] | PNEUMOCCID [6118000090656] | PNEUMOCCID [6118000090663] | PNEUMOCCID [6118010025020] | STARMOX [6118000280118] | STARMOX [6118000280149] | STARMOX [6118000280156] | STREPTOCID [6118000090854] | STREPTOCID [6118000090861] | STREPTOCID [6118000090878] | STREPTOCID [6118000090885] | STREPTOCID [6118010025457]
6118000070252	BRONCOLIBER ENFANT	AMBROXOL	15 MG	AMBROLYS 15MG/5ML [6118000021865] | AMBROLYS 15MG/5ML [6118010118395] | BROMAX [6118000070948] | MUXOL [6118000080565] | MUXOL [6118000080572]
6118000070269	BRONCOLIBER ADULTE	AMBROXOL	30 MG	AMBROLYS 30MG/5ML [6118000021957] | AMBROLYS 30MG/5ML [6118010118388] | BROMAX [6118000070955] | FLUIBRON [6118000240402] | MUXOL [6118000080558]
6118000070276	CATEX	CIPROFLOXACINE	500 MG	ALFAPROXINE [6118000091400] | ALFAPROXINE [6118000091424] | ALFAPROXINE [6118000092063] | ALFAPROXINE [6118010000096] | ALFAPROXINE [6118010000102] | ALFAPROXINE [6118010023415] | ALFAPROXINE [6118010023422] | ARES [6118000340096] | ARES [6118000340102] | BACTALL [6118000140740] | CATEX [6118000071334] | CATEX [6118010019562] | CIFLOXINE [6118000210030] | CIFLOXINE [6118000210047] | CINABAC [6118000130314] | CIPRO LP 500 MG [6118001090112] | CIPROFLOXACINE WIN [6118000062011] | CIPROFLOXACINE WIN [6118000062028] | CIPROFLOXACINE WIN 500 MG [6118000013105] | CIPROFLOXACINE WIN 500 MG [6118000013112] | CIPROXINE [6118000170112] | CIPROXINE MONODOSE [6118000170129] | FLOCIP [6118000021414] | FLONOX [6118000280477] | FLONOX [6118000280484] | FLONOX [6118010122613] | GIROFLOX [6118000070504] | GIROFLOX [6118000420231] | MEGAFLOX [6118000070610] | MEGAFLOX IST [6118000070627] | MEXINE [6118000310921] | MEXINE [6118000310938] | MEXINE 500 MG [6118010125904] | MEXINE 500 MG [6118010125911] | NEOCIP [6118000050308] | PROFLOX [6118000191056] | PROFLOX [6118000191124] | PROFLOX [6118000191131] | PROFLOX [6118010001062] | PROFLOX [6118010001079] | SEPCEN 500 MG [6118000230182] | SPECTRUM [6118000081937] | SPECTRUM 500 [6118000081456] | SPECTRUM G [6118000081470] | TMS 500 MG [6118000230229] | UBIPROX [6118000410188] | UBIPROX [6118000410195] | UBIPROX [6118000410201]
6118000070283	CATEX	CIPROFLOXACINE	250 MG	ALFAPROXINE [6118000091394] | ALFAPROXINE [6118000092070] | ALFAPROXINE [6118010000119] | ALFAPROXINE [6118010000126] | ALFAPROXINE [6118010023408] | ARES [6118000340072] | ARES [6118000340089] | BACTALL [6118000140733] | CATEX [6118000070290] | CIFLOXINE [6118000210016] | CIFLOXINE [6118000210023] | CINABAC [6118000130307] | CIPROFLOXACINE WIN [6118000061991] | CIPROFLOXACINE WIN [6118000062004] | CIPROFLOXACINE WIN 250 MG [6118000013082] | CIPROFLOXACINE WIN 250 MG [6118000013099] | CIPROXINE [6118000170105] | FLOCIP [6118000021421] | FLOCIP [6118010012549] | FLONOX [6118000280491] | GIROFLOX [6118000070481] | GIROFLOX [6118000070498] | GIROFLOX [6118000420217] | GIROFLOX [6118000420224] | MEGAFLOX [6118000070603] | MEXINE [6118000310877] | MEXINE [6118000310884] | MEXINE [6118000310891] | MEXINE 250 MG [6118010125874] | MEXINE 250 MG [6118010125881] | MEXINE 250 MG [6118010125898] | NEOCIP [6118000050292] | PROFLOX [6118000191063] | PROFLOX [6118000191117] | PROFLOX [6118010001055] | SEPCEN 250 MG [6118000230175] | SPECTRUM 250 [6118000081449] | UBIPROX [6118000410218] | UBIPROX [6118000410225] | UBIPROX [6118000410232]
6118000070290	CATEX	CIPROFLOXACINE	250 MG	ALFAPROXINE [6118000091394] | ALFAPROXINE [6118000092070] | ALFAPROXINE [6118010000119] | ALFAPROXINE [6118010000126] | ALFAPROXINE [6118010023408] | ARES [6118000340072] | ARES [6118000340089] | BACTALL [6118000140733] | CATEX [6118000070283] | CIFLOXINE [6118000210016] | CIFLOXINE [6118000210023] | CINABAC [6118000130307] | CIPROFLOXACINE WIN [6118000061991] | CIPROFLOXACINE WIN [6118000062004] | CIPROFLOXACINE WIN 250 MG [6118000013082] | CIPROFLOXACINE WIN 250 MG [6118000013099] | CIPROXINE [6118000170105] | FLOCIP [6118000021421] | FLOCIP [6118010012549] | FLONOX [6118000280491] | GIROFLOX [6118000070481] | GIROFLOX [6118000070498] | GIROFLOX [6118000420217] | GIROFLOX [6118000420224] | MEGAFLOX [6118000070603] | MEXINE [6118000310877] | MEXINE [6118000310884] | MEXINE [6118000310891] | MEXINE 250 MG [6118010125874] | MEXINE 250 MG [6118010125881] | MEXINE 250 MG [6118010125898] | NEOCIP [6118000050292] | PROFLOX [6118000191063] | PROFLOX [6118000191117] | PROFLOX [6118010001055] | SEPCEN 250 MG [6118000230175] | SPECTRUM 250 [6118000081449] | UBIPROX [6118000410218] | UBIPROX [6118000410225] | UBIPROX [6118000410232]
