CODE	NOM	DCI1	DOSAGE1	UNITE_DOSAGE1	FORME	PRESENTATION	PPV	PH	PRIX_BR	PRINCEPS_GENERIQUE	TAUX_REMBOURSEMENT
OMEPRAZOLE
GELULE ET COMPRIME à 1 /
500 / 20 G / MG / MG 1 BOITE 42 COMPRIME 315,00 315,00 209,00 209,00 PENICILLINE/AMINOSIDE/IPP G
6118001031481 ULTIBRO BREEZHALER
MALEATE D'INDACATEROL /
BROMURE DE
GLYCOPYRRONIUM
POUDRE POUR INHALATION
EN GELULE à 110/50 µG / µG 1 BOITE 30 GELULE 676,00 676,00 449,00 449,00 ANTIASTHMATIQUES ET
MEDICAMENTS DE LA BPCO P
6118001101917 UMAX 400 µG LP TAMSULOSINE GELULE LP à 0.4 MG 1 BOITE 10 GELULE LP 43,10 43,10 26,90 26,90 ALPHA-BLOQUANT UROSELECTIF G
ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Mars 2023
Version : GMR_08_31
CODE EAN 13 Nom de la spécialité ou nom
commercial du médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
6118001100835 UMAX 400 µG LP TAMSULOSINE GELULE LP à 0.4 MG 1 BOITE 30 GELULE LP 113,40 113,40 70,90 70,90 ALPHA-BLOQUANT UROSELECTIF G
6118001101795 UMAX 400 µG LP TAMSULOSINE GELULE LP à 0.4 MG 1 BOITE 60 GELULE LP 199,70 199,70 124,80 124,80 ALPHA-BLOQUANT UROSELECTIF G
6118000020899 UMULINE NPH INSULINE HUMAINE SUSPENSION INJECTABLE
INTERMEDIAIRE à 100 UI 1 FLACON 10 ML 166,00 107,50 103,70 67,20 INSULINES ET ANALOGUES P
6118001072293 UMULINE NPH KWIKPEN 100
UI/ML INSULINE HUMAINE SUSPENSION INJECTABLE à
100 UI 1 STYLO PRE-REMPLI 3 ML 104,00 104,00 65,00 65,00 INSULINES ET ANALOGUES P
6118001070756 UMULINE NPH PEN INSULINE HUMAINE SUSPENSION INJECTABLE
INTERMEDIAIRE à 100 UI 1 CARTOUCHE 3 ML 104,00 104,00 65,00 65,00 INSULINES ET ANALOGUES P
6118000020905 UMULINE PROFIL 30 INSULINE HUMAINE SUSPENSION INJECTABLE
INTERMEDIAIRE à 100 UI 1 FLACON 10 ML 166,00 107,50 103,70 67,20 INSULINES ET ANALOGUES P
6118001072309 UMULINE PROFIL 30 KWIKPEN
100 UI/ML INSULINE HUMAINE SUSPENSION INJECTABLE à
100 UI 1 STYLO PRE-REMPLI 3 ML 104,00 104,00 65,00 65,00 INSULINES ET ANALOGUES P
6118001070763 UMULINE PROFIL 30 PEN INSULINE HUMAINE SUSPENSION INJECTABLE
INTERMEDIAIRE à 100 UI 1 CARTOUCHE 3 ML 104,00 104,00 65,00 65,00 INSULINES ET ANALOGUES P
6118000020912 UMULINE RAPIDE INSULINE HUMAINE SOLUTION INJECTABLE à 100
UI 1 FLACON 10 ML 166,00 130,00 103,70 81,20 INSULINES ET ANALOGUES P
6118001200757 UN-ALFA 0,25 µG ALFACALCIDOL CAPSULE à 0.25 µG 1 BOITE 30 CAPSULE 69,70 69,70 43,50 43,50 VITAMINES P
6118001200740 UN-ALFA 1 µG ALFACALCIDOL CAPSULE à 1 µG 1 BOITE 30 CAPSULE 161,00 161,00 100,60 100,60 VITAMINES P
6118000250357 UNASYN AMPICILLINE / SULBACTAM POUDRE POUR SOLUTION
INJECTABLE à 1 / 0.5 G / G 1 FLACON 3,2 ML 39,30 39,30 24,50 24,50 PENICILLINE/INHIBITEUR DE BETA
LACTAMASE P
6118000250364 UNASYN SULTAMICILLINE COMPRIME ENROBE à 375 MG 1 BOITE 8 COMPRIME 52,10 52,10 32,60 32,60 PENICILLINE P
6118000071365 UNIZITRO AZITHROMYCINE POUDRE POUR SUSPENSION
BUVABLE à 200 MG 1 FLACON 15 ML 58,90 58,90 36,80 36,80 MACROLIDE G
6118000071358 UNIZITRO AZITHROMYCINE POUDRE POUR SUSPENSION
BUVABLE à 200 MG 1 FLACON 30 ML 71,90 71,90 45,00 45,00 MACROLIDE G
6118000071372 UNIZITRO AZITHROMYCINE COMPRIME PELLICULE à 500
MG 1 BOITE 3 COMPRIME 67,30 67,30 42,00 42,00 MACROLIDE G
ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Mars 2023
Version : GMR_08_31
CODE EAN 13 Nom de la spécialité ou nom
commercial du médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
6118001031726 UPERIO 100 MG SACUBITRIL / VALSARTAN COMPRIME PELLICULE à
48.6/51.4 MG / MG 1 BOITE 28 COMPRIME PELLICULE 405,00 405,00 269,00 269,00
ANTAGONISTE DE
L'ANGIOTENCINE II / INHIBITEUR
DE LA NEPRILYSINE
P
6118001031733 UPERIO 200 MG SACUBITRIL / VALSARTAN COMPRIME PELLICULE à 97.2 /
102.8 MG / MG 1 BOITE 56 COMPRIME PELLICULE 810,00 810,00 538,00 538,00
ANTAGONISTE DE
L'ANGIOTENCINE II / INHIBITEUR
DE LA NEPRILYSINE
P
6118001031719 UPERIO 50 MG SACUBITRIL / VALSARTAN COMPRIME PELLICULE à
24.3/25.7 MG / MG 1 BOITE 28 COMPRIME PELLICULE 405,00 405,00 269,00 269,00
ANTAGONISTE DE
L'ANGIOTENCINE II / INHIBITEUR
DE LA NEPRILYSINE
P
6118000061748 URBANYL CLOBAZAM COMPRIME SECABLE à 10 MG 1 BOITE 30 COMPRIME 22,00 22,00 13,70 13,70 ANXIOLYTIQUE P
6118001273287 URITAB XL 10 MG ALFUZOSINE COMPRIME LP à 10 MG 1 BOITE 30 COMPRIME A LP 137,90 137,90 86,20 86,20 ALPHA-BLOQUANT G
6118000021278 UROBACID NORFLOXACINE COMPRIME ENROBE à 400 MG 1 BOITE 20 COMPRIME 112,10 112,10 70,10 70,10 QUINOLONE G
6118000080138 UROCTAL NORFLOXACINE COMPRIME à 400 MG 1 BOITE 14 COMPRIME 65,40 65,40 40,90 40,90 QUINOLONE G
6118000080145 UROCTAL NORFLOXACINE COMPRIME à 400 MG 1 BOITE 20 COMPRIME 92,50 92,50 57,80 57,80 QUINOLONE G
6118001120079 UROMITEXAN MESNA SOLUTION POUR PERFUSION
à 400 MG 15 AMPOULE 4 ML 317,00 317,00 210,00 210,00 AGENT DETOXIFIANT EN
CHIMIOTHERAPIE P
6118000032434 UROXINE OFLOXACINE COMPRIME à 200 MG 1 BOITE 2 COMPRIME 40,00 40,00 25,00 25,00 FLUOROQUINOLONE G
6118001272020 UTERON 100 MG PROGESTERONE CAPSULE MOLLE ORALE OU
VAGINALE à 100 MG 1 BOITE 30 CAPSULE MOLLE 52,90 52,90 33,00 33,00 PROGESTATIF G
6118001272037 UTERON 200 MG PROGESTERONE CAPSULE MOLLE ORALE OU
VAGINALE à 200 MG 1 BOITE 15 CAPSULE MOLLE 62,10 62,10 38,80 38,80 PROGESTATIF G
6118001260409 UTROGESTAN PROGESTERONE CAPSULE MOLLE ORALE OU
VAGINALE à 200 MG 1 BOITE 15 CAPSULE 88,80 62,10 55,50 38,80 PROGESTATIF P
6118001260393 UTROGESTAN PROGESTERONE CAPSULE MOLLE ORALE OU
VAGINALE à 100 MG 1 BOITE 30 CAPSULE 63,30 52,90 39,60 33,00 PROGESTATIF P
6118001185030 UVEDOSE CHOLECALCIFEROL
(VITAMINE D3)
SOLUTION BUVABLE à 100000
UI 1 AMPOULE 2 ML 18,20 18,20 11,40 11,40 VITAMINE D ET ANALOGUES P
VACC.D.T.C.P VACCIN D.T.COQ.P SUSPENSION INJECTABLE 1 BOITE 1 SERINGUE 44,20 44,20 VACCIN SEUL ET/OU ASSOCIE
CONTRE P
ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Mars 2023
Version : GMR_08_31
CODE EAN 13 Nom de la spécialité ou nom
commercial du médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
6118001390090 VACCIN ATNTIDIPHTERIQUE
ANTITETANIQUE
ANATOXINE TETANIQUE /
ANATOXINE DIPHTERIQUE
PREPARATION INJECTABLE à
NA / NA 1 AMPOULE 1 ML 14,00 14,00 8,70 8,70 VACCIN SEUL ET/OU ASSOCIE
CONTRE P
6118001390052 VACCIN BCG SSI LA TUBERCULOSE [BCG] POUDRE POUR SUSPENSION
INJECTABLE 1 BOITE 1 FLACON 61,20 61,20 38,30 38,30 VACCIN SEUL ET/OU ASSOCIE
CONTRE P
6118001130115 VALDOXAN 25 MG AGOMELATINE COMPRIME PELLICULE à 25
MG 1 BOITE 28 COMPRIME PELLICULE 289,00 289,00 192,50 192,50 ANTIDEPRESSEUR P
6118000241645 VALEX 500 MG VALACICLOVIR COMPRIME ENROBE à 500 MG 1 BOITE 7 COMPRIME ENROBE 78,10 78,10 48,80 48,80 ANTIVIRAL G
6118000241652 VALEX 500 MG VALACICLOVIR COMPRIME ENROBE à 500 MG 1 BOITE 14 COMPRIME ENROBE 142,50 142,50 89,10 89,10 ANTIVIRAL G
6118000241669 VALEX 500 MG VALACICLOVIR COMPRIME ENROBE à 500 MG 1 BOITE 42 COMPRIME ENROBE 404,00 404,00 268,00 268,00 ANTIVIRAL G
6118000150329 VALIUM DIAZEPAM SOLUTION POUR GOUTTES
BUVABLES à 1 % 1 FLACON 20 ML 26,80 26,80 16,70 16,70 ANTIEPILEPTIQUE
ANTICONVULSIVANT P
6118000150299 VALIUM DIAZEPAM COMPRIME SECABLE à 10 MG 1 BOITE 30 COMPRIME 22,70 22,70 14,20 14,20 ANTIEPILEPTIQUE
ANTICONVULSIVANT P
6118000150282 VALIUM DIAZEPAM COMPRIME SECABLE à 5 MG 1 BOITE 40 COMPRIME 20,00 13,10 12,50 8,20 ANTIEPILEPTIQUE
ANTICONVULSIVANT P
6118000083368 VALMEP AMLODIPINE / VALSARTAN COMPRIME PELLICULE à 5 / 80
MG / MG 1 BOITE 30 COMPRIME PELLICULE 135,00 135,00 84,40 84,40 INHIBITEUR CALCIQUE G
6118000083351 VALMEP AMLODIPINE / VALSARTAN COMPRIME PELLICULE à 10 /
160 MG / MG 1 BOITE 30 COMPRIME PELLICULE 164,60 164,60 102,90 102,90 ANTIHYPERTENSEUR G
6118000083375 VALMEP AMLODIPINE / VALSARTAN COMPRIME PELLICULE à 5 /
160 MG / MG 1 BOITE 30 COMPRIME PELLICULE 164,60 164,60 102,90 102,90 ANTIHYPERTENSEUR G
6118000091912 VALPAKINE 200 MG/ML VALPROATE DE SODIUM SIROP à 200 MG/ML 1 FLACON 40 ML 41,30 41,30 25,80 25,80 ANTIEPILEPTIQUE
ANTICONVULSIVANT G
6118000051503 VALPHI 160MG VALSARTAN COMPRIME PELLICULE à 160
MG 1 BOITE 14 COMPRIME 78,00 78,00 48,80 48,80 ANTIHYPERTENSEUR G
6118000051510 VALPHI 160MG VALSARTAN COMPRIME PELLICULE à 160
MG 1 BOITE 28 COMPRIME 140,00 140,00 87,50 87,50 ANTIHYPERTENSEUR G
6118000051466 VALPHI 40MG VALSARTAN COMPRIME PELLICULE à 40
MG 1 BOITE 14 COMPRIME 39,00 39,00 24,40 24,40 ANTAGONISTE DE
L'ANGIOTENSINE II G
ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Mars 2023
Version : GMR_08_31
CODE EAN 13 Nom de la spécialité ou nom
commercial du médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
6118000051473 VALPHI 40MG VALSARTAN COMPRIME PELLICULE à 40
MG 1 BOITE 28 COMPRIME 70,00 70,00 43,80 43,80 ANTAGONISTE DE
L'ANGIOTENSINE II G
6118000051480 VALPHI 80MG VALSARTAN COMPRIME PELLICULE à 80
MG 1 BOITE 14 COMPRIME 56,00 56,00 35,00 35,00 ANTIHYPERTENSEUR G
6118000051497 VALPHI 80MG VALSARTAN COMPRIME PELLICULE à 80
MG 1 BOITE 28 COMPRIME 100,00 100,00 62,50 62,50 ANTIHYPERTENSEUR G
6118000051565 VALPHI PLUS 160MG/12.5 MG VALSARTAN /
HYDROCHLOROTHIAZIDE
COMPRIME PELLICULE à 160 /
12.5 MG / MG 1 BOITE 14 COMPRIME 72,00 72,00 45,00 45,00 ANTIHYPERTENSEUR G
6118000051572 VALPHI PLUS 160MG/12.5 MG VALSARTAN /
HYDROCHLOROTHIAZIDE
COMPRIME PELLICULE à 160 /
12.5 MG / MG 1 BOITE 28 COMPRIME 130,00 130,00 81,30 81,30 ANTIHYPERTENSEUR G
6118000051589 VALPHI PLUS 160MG/25 MG VALSARTAN /
HYDROCHLOROTHIAZIDE
COMPRIME PELLICULE à 160 /
25 MG / MG 1 BOITE 14 COMPRIME 75,00 75,00 46,90 46,90 ANTIHYPERTENSEUR G
6118000051596 VALPHI PLUS 160MG/25 MG VALSARTAN /
HYDROCHLOROTHIAZIDE
COMPRIME PELLICULE à 160 /
25 MG / MG 1 BOITE 28 COMPRIME 133,00 133,00 83,10 83,10 ANTIHYPERTENSEUR G
6118000051541 VALPHI PLUS 80MG/12.5 MG VALSARTAN /
HYDROCHLOROTHIAZIDE
COMPRIME PELLICULE à 80 /
12.5 MG / MG 1 BOITE 14 COMPRIME 53,00 53,00 33,10 33,10 ANTIHYPERTENSEUR G
6118000051558 VALPHI PLUS 80MG/12.5 MG VALSARTAN /
HYDROCHLOROTHIAZIDE
COMPRIME PELLICULE à 80 /
12.5 MG / MG 1 BOITE 28 COMPRIME 95,00 95,00 59,40 59,40 ANTIHYPERTENSEUR G
6118000083290 VALPRO COOPER 200MG/ML VALPROATE DE SODIUM SOLUTION BUVABLE à 200
MG/ML 1 FLACON 30 ML 30,90 30,90 19,30 19,30 ANTIEPILEPTIQUE
ANTICONVULSIVANT G
6118001102433 VALPRO COOPER LP 500 MG VALPROATE DE SODIUM COMPRIME PELLICULE
SECABLE A LP à 500 MG 1 BOITE 10 COMPRIME A LP 28,10 28,10 17,60 17,60 ANTIEPILEPTIQUE
ANTICONVULSIVANT G
6118001102440 VALPRO COOPER LP 500 MG VALPROATE DE SODIUM COMPRIME PELLICULE
SECABLE A LP à 500 MG 1 BOITE 30 COMPRIME A LP 74,10 74,10 46,30 46,30 ANTIEPILEPTIQUE
ANTICONVULSIVANT G
6118001102457 VALPRO COOPER LP 500 MG VALPROATE DE SODIUM COMPRIME PELLICULE
SECABLE A LP à 500 MG 1 BOITE 60 COMPRIME A LP 130,40 130,40 81,50 81,50 ANTIEPILEPTIQUE
ANTICONVULSIVANT G
6118001102464 VALPRO COOPER LP 500 MG VALPROATE DE SODIUM COMPRIME PELLICULE
SECABLE A LP à 500 MG 1 BOITE 90 COMPRIME A LP 191,20 191,20 119,50 119,50 ANTIEPILEPTIQUE
ANTICONVULSIVANT G
6118000012993 VALSARTAN WIN 160 MG VALSARTAN COMPRIME PELLICULE
SECABLE à 160 MG
1 BOITE 28 COMPRIME PELLICULE
SECABLE 175,20 175,20 109,50 109,50 ANTIHYPERTENSEUR G
6118000062295 VALSARTAN WIN 160 MG VALSARTAN COMPRIME PELLICULE
SECABLE à 160 MG
1 BOITE 28 COMPRIME PELLICULE
SECABLE 175,20 175,20 109,50 109,50 ANTIHYPERTENSEUR G
ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Mars 2023
Version : GMR_08_31
CODE EAN 13 Nom de la spécialité ou nom
commercial du médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
6118000062271 VALSARTAN WIN 80 MG VALSARTAN COMPRIME PELLICULE
SECABLE à 80 MG
1 BOITE 28 COMPRIME PELLICULE
SECABLE 131,50 131,50 82,20 82,20 ANTIHYPERTENSEUR G
6118000012979 VALSARTAN WIN 80 MG VALSARTAN COMPRIME PELLICULE
SECABLE à 80 MG
1 BOITE 28 COMPRIME PELLICULE
SECABLE 131,50 131,50 82,20 82,20 ANTIHYPERTENSEUR G
6118001010318 VANCOLON VANCOMYCINE POUDRE POUR SOLUTION
POUR PERFUSION à 500 MG 1 BOITE 1 FLACON 176,70 176,70 110,40 110,40 GLYCOPEPTIDE G
6118001020515 VANCOMYCINE MYLAN VANCOMYCINE POUDRE POUR PERFUSION à
1 G 1 BOITE 1 FLACON 329,00 329,00 218,00 218,00 GLYCOPEPTIDE G
6118001020485 VANCOMYCINE MYLAN VANCOMYCINE POUDRE POUR PERFUSION à
125 MG 1 BOITE 1 FLACON 56,10 56,10 35,00 35,00 GLYCOPEPTIDE G
6118001020492 VANCOMYCINE MYLAN VANCOMYCINE POUDRE POUR PERFUSION à
250 MG 1 BOITE 1 FLACON 102,80 102,80 64,20 64,20 GLYCOPEPTIDE G
6118001020508 VANCOMYCINE MYLAN VANCOMYCINE POUDRE POUR PERFUSION à
500 MG 1 BOITE 1 FLACON 177,60 177,60 111,00 111,00 GLYCOPEPTIDE G
6118001220502 VANCOMYCINE NORMON VANCOMYCINE LYOPHILISAT POUR USAGE
PARENTERAL à 1 G 1 BOITE 1 FLACON 319,00 319,00 212,00 212,00 GLYCOPEPTIDE G
6118001220519 VANCOMYCINE NORMON VANCOMYCINE SUSPENSION INJECTABLE à 1
G
1 BOITE 100 FLACON 17409,00 17409,00 17076,00 17076,00 GLYCOPEPTIDE G
6118001220526 VANCOMYCINE NORMON VANCOMYCINE LYOPHILISAT POUR USAGE
PARENTERAL à 500 MG 1 BOITE 1 FLACON 177,60 177,60 111,00 111,00 GLYCOPEPTIDE G
6118001220533 VANCOMYCINE NORMON VANCOMYCINE SUSPENSION INJECTABLE à
500 MG 1 BOITE 100 FLACON 9025,00 9025,00 8856,00 8856,00 GLYCOPEPTIDE G
6118001330676 VANCOMYCINE SP VANCOMYCINE
POUDRE POUR SOLUTION A
DILUER POUR PERFUSION à
500 MG
1 BOITE 1 FLACON 177,60 177,60 111,00 111,00 GLYCOPEPTIDE G
6118000360056 VANTEC CETIRIZINE COMPRIME ENROBE SECABLE
à 10 MG 1 BOITE 15 COMPRIME ENROBE 19,00 19,00 11,80 11,80 ANTIHISTAMINIQUE H1 G
6118000360049 VANTEC CETIRIZINE COMPRIME ENROBE SECABLE
à 10 MG 1 BOITE 30 COMPRIME ENROBE 35,20 35,20 22,00 22,00 ANTIHISTAMINIQUE H1 G
6118000023142 VARTEX 160MG VALSARTAN COMPRIME PELLICULE à 160
MG 1 BOITE 14 COMPRIME 99,60 99,60 62,20 62,20 ANTIHYPERTENSEUR G
6118000023159 VARTEX 160MG VALSARTAN COMPRIME PELLICULE à 160
MG 1 BOITE 28 COMPRIME 175,20 175,20 109,50 109,50 ANTIHYPERTENSEUR G
ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Mars 2023
Version : GMR_08_31
CODE EAN 13 Nom de la spécialité ou nom
commercial du médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
6118000023104 VARTEX 40MG VALSARTAN COMPRIME PELLICULE à 40
MG 1 BOITE 14 COMPRIME 44,80 44,80 28,00 28,00 ANTAGONISTE DE
L'ANGIOTENSINE II G
6118000023111 VARTEX 40MG VALSARTAN COMPRIME PELLICULE à 40
MG 1 BOITE 28 COMPRIME 78,80 78,80 49,30 49,30 ANTAGONISTE DE
L'ANGIOTENSINE II G
6118000023128 VARTEX 80MG VALSARTAN COMPRIME PELLICULE à 80
MG 1 BOITE 14 COMPRIME 74,70 74,70 46,70 46,70 ANTIHYPERTENSEUR G
6118000023135 VARTEX 80MG VALSARTAN COMPRIME PELLICULE à 80
MG 1 BOITE 28 COMPRIME 131,50 131,50 82,20 82,20 ANTIHYPERTENSEUR G
6118000081289 VASCOR TRIMETAZIDINE SOLUTION POUR GOUTTES
BUVABLES à 20 MG 1 FLACON 60 ML 67,30 67,30 42,10 42,10 ANTIANGOREUX
VASODILATATEUR G
6118000081272 VASCOR TRIMETAZIDINE COMPRIME PELLICULE à 20
MG 1 BOITE 60 COMPRIME 58,90 58,90 36,80 36,80 ANTIANGOREUX
VASODILATATEUR G
6118000081883 VASCOR LM TRIMETAZIDINE COMPRIME ENROBE LM à 35
MG 1 BOITE 30 COMPRIME 49,80 49,80 31,10 31,10 ANTIANGOREUX
VASODILATATEUR G
6118000081890 VASCOR LM TRIMETAZIDINE COMPRIME ENROBE LM à 35
MG 1 BOITE 60 COMPRIME 87,70 87,70 54,80 54,80 ANTIANGOREUX
VASODILATATEUR G
6118000081906 VASCOR LM TRIMETAZIDINE COMPRIME ENROBE LM à 35
MG 1 BOITE 90 COMPRIME 128,50 128,50 80,30 80,30 ANTIANGOREUX
VASODILATATEUR G
6118000100201 VASTAREL TRIMETAZIDINE SOLUTION BUVABLE à 20 MG 1 FLACON 60 ML 103,20 69,30 64,50 43,30 ANTIANGOREUX
VASODILATATEUR P
6118000100218 VASTAREL LM TRIMETAZIDINE COMPRIME PELLICULE LM à 35
MG 1 BOITE 60 COMPRIME 137,20 89,00 85,80 55,60 ANTIANGOREUX
VASODILATATEUR P
6118001240098 VASURIX 20 MG TRIMETAZIDINE COMPRIME ENROBE à 20 MG 1 BOITE 60 COMPRIME 49,50 49,50 30,90 30,90 ANTIANGOREUX
VASODILATATEUR G
6118000210207 VASURIX LM 35 MG TRIMETAZIDINE COMPRIME PELLICULE LM à 35
MG 1 BOITE 60 COMPRIME A LP 83,00 83,00 51,90 51,90 ANTIANGOREUX
VASODILATATEUR G
6118001082247 VAXIGRIPTETRA 15
MICROGRAMMES/0.5ML VACCIN ANTIGRIPPAL SUSPENSION INJECTABLE 1 BOITE 1 SERINGUE PREREMPLIE 125,30 125,30 78,30 78,30 VACCIN SEUL ET/OU ASSOCIE
CONTRE P
6118001071852 VECTIBIX PANITUMUMAB SOLUTION A DILUER POUR
PERFUSION à 20 MG/ML 1 FLACON 5 ML 4680,00 4680,00 4406,00 4406,00 ANTINEOPLASIQUE ET
IMMUNOMODULATEUR P
6118001071869 VECTIBIX PANITUMUMAB SOLUTION A DILUER POUR
PERFUSION à 20 MG/ML 1 FLACON 20 ML 17580,00 17580,00 17244,00 17244,00 ANTINEOPLASIQUE ET
IMMUNOMODULATEUR P
ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Mars 2023
Version : GMR_08_31
CODE EAN 13 Nom de la spécialité ou nom
commercial du médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
6118001261215 VEELBORE BORTEZOMIB POUDRE POUR SOLUTION
INJECTABLE à 3.5 MG 1 BOITE 1 FLACON 3650,00 3650,00 3346,00 3346,00 ANTINEOPLASIQUE ET
IMMUNOMODULATEUR G
6118001250660 VELAXOR LP VENLAFAXINE GELULE LP à 37.5 MG 1 BOITE 30 GELULE LP 74,60 74,60 46,60 46,60 ANTIDEPRESSEUR G
6118001184507 VELCADE BORTEZOMIB POUDRE POUR SOLUTION
INJECTABLE IV à 3.5 MG 1 BOITE 1 FLACON 5855,00 5617,00 5615,00 5370,00 ANTINEOPLASIQUE ET
IMMUNOMODULATEUR P
6118001184538 VELCADE BORTEZOMIB POUDRE POUR SOLUTION
INJECTABLE IV à 1 MG 1 FLACON 5 ML 1367,00 1367,00 1099,00 1099,00 ANTINEOPLASIQUE ET
IMMUNOMODULATEUR P
6118001210152 VENOFER 100 MG/5ML FER SOLUTION INJECTABLE IV à
100 / 5 MG/ML 5 AMPOULE 5 ML 474,00 474,00 315,00 315,00 ANTIANEMIQUE P
6118001141289 VENTOLINE SALBUTAMOL SOLUTION INJECTABLE à 0.5
MG/ML 1 BOITE 6 AMPOULE INJECTABLE 25,10 25,10 15,70 15,70 BRONCHODILATATEUR P
6118000160939 VENTOLINE SALBUTAMOL SOLUTION BUVABLE à 2
MG/5ML 1 FLACON 150 ML 27,30 21,90 17,10 13,70 BRONCHODILATATEUR P
6118001141258 VENTOLINE SALBUTAMOL
SUSPENSION POUR
INHALATION BUCCALE à 100
µG
1 FLACON 200 DOSE 42,20 42,20 26,40 26,40 BRONCHODILATATEUR P
6118001141296 VENTOLINE SALBUTAMOL SOLUTION POUR INHALATION
PAR NEBULISEUR à 5 MG/ML 1 FLACON 10 ML 29,50 29,50 18,40 18,40 BRONCHODILATATEUR P
6118000022909 VEPRAN 150 MG IRBESARTAN COMPRIME PELLICULE à 150
MG 1 BOITE 14 COMPRIME PELLICULE 60,90 60,90 38,00 38,00 ANTIHYPERTENSEUR G
6118000022916 VEPRAN 150 MG IRBESARTAN COMPRIME PELLICULE à 150
MG 1 BOITE 28 COMPRIME PELLICULE 108,70 108,70 67,90 67,90 ANTIHYPERTENSEUR G
6118000022923 VEPRAN 300 MG IRBESARTAN COMPRIME PELLICULE à 300
MG 1 BOITE 14 COMPRIME PELLICULE 84,00 84,00 52,50 52,50 ANTIHYPERTENSEUR G
6118000022930 VEPRAN 300 MG IRBESARTAN COMPRIME PELLICULE à 300
MG 1 BOITE 28 COMPRIME PELLICULE 150,00 150,00 93,70 93,70 ANTIHYPERTENSEUR G
6118000011804 VERMOX MEBENDAZOLE SUSPENSION BUVABLE à 100
MG/5ML 1 FLACON 30 ML 21,60 21,60 13,50 13,50 ANTIPARASITAIRE P
6118000011798 VERMOX MEBENDAZOLE COMPRIME à 500 MG 1 BOITE 1 COMPRIME 13,90 13,90 8,70 8,70 ANTIPARASITAIRE P
6118000012092 VERMOX MEBENDAZOLE COMPRIME à 100 MG 1 BOITE 6 COMPRIME 19,80 19,80 12,40 12,40 ANTIPARASITAIRE P
ANAM - Guide des Médicaments Remboursables Classement par Nom Commercial - Edition Mars 2023
Version : GMR_08_31
CODE EAN 13 Nom de la spécialité ou nom
commercial du médicament
Dénomination Commune
Internationale Forme & Dosage Présentation Prix Public de Vente
(PPV)
 Prix Base de
Remboursement
(PPV)
 Prix Hospitalier
(PH)
Prix Base de
Remboursement
(PH)
Classe Thérapeutique P: Princeps
G : Generique
ASSURANCE MALADIE OBLIGATOIRE
Guide des Médicaments Remboursables
Classement par Nom Commercial
